a,h,e,angle
6.6,15.8,2.3,7.409037157568055
12.0,19.6,1.8,-136.99007469130208
3.6,5.5,1.3,30.689350980523315
2.6,15.6,2.4,42.02418594578204
2.9,8.8,1.7,-76.3481038921402
3.9,11.7,2.7,144.31429615726353
5.7,15.2,1.9,65.91061366906445
5.5,13.4,2.5,89.26868366452375
2.1,4.7,1.3,53.85760863487058
8.4,9.8,1.6,-125.99973375370976
3.1,4.7,2.0,47.60366147937126
3.7,15.8,2.4,27.717546244550757
9.6,5.7,2.7,-42.83094147280901
12.4,9.2,2.6,171.97788055272457
13.8,2.6,1.8,104.7377937998926
8.8,8.2,1.8,-90.2194801820152
14.0,13.1,2.2,38.76198920217542
8.6,13.0,2.0,113.18320122146368
8.1,3.5,1.7,81.41789666294974
5.8,11.7,1.9,171.8593752259443
7.0,14.2,2.5,48.78154086886512
7.8,9.6,2.0,-140.78147257222025
2.8,2.8,1.8,104.60843103106886
12.7,11.9,1.7,147.2899541247121
2.7,4.8,2.4,41.63428659533778
7.1,15.1,2.2,36.71613786528438
12.0,5.0,1.8,15.058319266343306
6.5,16.4,2.0,12.155281854744109
9.3,19.2,1.4,-33.131392599680886
11.9,4.1,2.1,44.14155551440522
12.7,6.8,1.6,-49.4438374665254
13.2,15.6,1.3,80.17328636635305
4.2,15.9,1.3,94.71286853946312
5.0,15.6,2.0,50.298684697187554
12.8,15.0,1.3,99.4482821594214
9.1,11.6,1.4,-165.48392490121907
7.9,15.6,1.9,37.86686229903852
9.3,17.7,2.0,-67.50749015070225
11.9,6.3,1.9,-46.37143949796111
8.3,11.8,2.2,139.98564818504772
4.4,2.3,1.7,118.27084106944778
7.4,6.8,2.1,-46.029826868243326
7.0,7.7,1.4,-43.28359874014123
13.7,3.9,2.0,48.69958768196862
9.4,15.7,1.5,66.08298922452528
10.4,4.0,2.5,44.766270156758544
10.6,18.2,2.1,-115.64813526007003
6.0,12.0,1.9,162.0136659010823
8.1,7.9,1.4,-52.77320858659378
8.6,18.1,2.1,-84.60075444881397
3.8,17.4,2.6,-40.58218836912576
8.7,15.3,2.6,-29.22374488251393
10.3,17.8,1.3,22.321592137517367
7.0,5.5,1.6,20.088354196772
12.1,15.4,1.3,89.72513888760942
10.8,11.2,2.1,149.76114856279094
6.2,2.1,1.6,123.6447710668387
7.4,7.5,2.5,-91.20529974979864
6.4,15.5,2.3,20.751097401773688
11.3,20.0,1.8,-140.77146589089176
10.8,16.3,2.2,-61.20415042567896
7.0,16.4,2.4,-29.49673827319122
10.3,12.6,2.6,72.29295975630744
13.4,14.4,1.9,30.657442722503408
11.4,19.4,2.2,-173.38135401600937
10.5,10.8,1.3,-138.48487494363397
3.2,16.5,2.5,2.6389814065703976
6.5,4.7,2.3,35.05272293826076
9.1,7.2,1.7,-51.09327838741969
7.4,18.5,1.8,-49.32043098462952
2.5,6.7,2.2,-18.971402204063605
4.6,18.6,2.7,-100.44228823117436
12.1,9.5,2.2,-175.3667199775459
2.1,11.2,2.3,-172.24461590308903
12.4,18.7,2.4,173.3594717009333
2.8,15.9,2.4,31.083711193960745
10.0,15.1,2.1,15.62173357842224
7.9,8.3,1.9,-93.81968089457384
4.5,13.4,1.7,138.36769721991047
8.8,11.8,2.6,115.5124159965385
3.4,11.0,1.9,-155.5342650221011
10.0,18.0,2.4,-133.67245457027306
9.2,6.6,2.0,-45.42644543862043
2.6,3.9,2.7,69.09943071702595
2.6,4.7,1.7,50.6952033141912
3.8,9.4,2.1,-115.06902982432447
2.1,18.5,2.3,-41.50131664642269
7.1,12.9,2.4,100.89266548482092
12.1,2.2,2.2,117.02745926470006
9.4,9.8,2.3,-172.11649916596
8.1,15.2,1.4,96.29270114541862
12.4,19.5,1.4,-64.92428673198835
3.1,10.5,2.6,-167.60610595310047
13.0,7.2,2.3,-118.78630808832746
3.2,12.9,1.7,157.78874603809945
8.1,8.6,1.9,-105.11416383421002
3.7,10.0,1.8,-121.29473631312491
8.7,8.8,1.5,-89.78538956824883
2.0,11.8,2.0,-178.25574679393145
11.3,2.5,1.5,111.38971790657084
12.3,3.2,2.7,71.87028467621593
13.1,8.1,2.1,-136.7299697709295
13.9,9.3,2.2,177.77045799539127
7.9,19.2,2.6,-160.0997282419157
5.2,7.9,1.5,-48.672411902901416
3.1,17.1,2.2,1.863241454811932
8.0,7.0,1.7,-38.54684024140961
9.0,12.9,1.6,142.63395067691454
11.2,14.0,2.0,59.78489431466278
2.9,2.2,2.1,120.88695372708511
9.9,14.2,2.4,23.59212932198438
8.1,7.1,2.5,-81.61914011420548
4.0,6.8,1.8,-19.080427699977594
13.3,17.2,1.5,-12.930930311559132
9.1,5.7,2.3,-20.754367480370192
7.2,10.9,1.8,-165.5079692116256
13.4,7.1,1.9,-91.18315845516288
9.9,6.9,2.4,-84.3582804216316
7.4,3.9,1.8,68.42789461044794
12.2,5.3,1.8,1.1310976747140251
8.3,14.7,2.5,13.346986571572408
8.6,13.7,2.4,60.04275243164984
10.2,6.6,2.7,-90.15370192613224
6.2,12.3,2.0,146.65937610061047
4.8,5.1,1.6,36.9546779522267
8.9,8.3,2.6,-136.49939049512102
12.5,7.2,2.0,-94.49713681803702
6.7,17.4,2.5,-72.41672887687359
3.3,9.4,1.7,-96.64835406674568
7.2,18.9,2.2,-104.00676313629177
5.5,9.8,1.7,-118.56486238928596
6.6,17.3,1.7,8.738920158586511
12.1,7.3,2.4,-119.4163588257333
6.7,9.4,2.0,-127.8517902671394
6.5,6.9,2.1,-44.09171289388072
6.2,3.5,2.5,77.34758429063913
3.6,19.3,2.4,-89.25386771889336
5.0,17.8,1.8,-5.603146339777859
2.9,18.3,1.5,14.257985964999168
7.0,12.0,2.7,115.72685942753586
5.0,11.2,2.3,171.3899248806816
5.5,3.9,2.6,63.79072383580921
6.9,19.9,2.3,-142.11562161212845
3.3,19.6,2.0,-66.0747895334712
7.8,14.0,1.7,107.5615199506738
10.5,13.7,1.6,113.26174199311497
4.9,2.3,2.1,117.55388947153368
11.5,5.7,1.9,-17.669203227640992
2.8,10.1,1.8,-120.44568683777014
6.5,14.9,2.6,19.66936889787067
2.0,10.3,2.6,-153.6256918946792
4.5,19.2,2.3,-88.81974034990209
2.0,6.7,1.9,-11.754772337797933
4.2,12.2,2.0,159.19687599186042
3.7,7.8,1.9,-53.79978718708915
5.1,17.2,2.1,-11.212960134007387
4.0,12.6,2.4,128.72698439810765
3.6,15.7,1.6,80.49090276676758
9.2,5.1,2.6,-5.150887752630369
12.9,9.3,1.4,-114.45467504186756
13.4,2.0,1.8,124.3570325182097
4.5,20.0,1.3,-22.175017552983803
7.7,5.1,1.5,34.07988088711122
6.3,12.4,2.7,107.0004647081543
8.2,5.8,2.3,-18.86789536263158
5.1,11.4,1.5,-153.8175701973353
2.7,12.9,1.4,175.50924793393392
7.1,15.8,2.7,-33.72700449667752
4.0,11.2,1.5,-144.4164456619754
2.2,12.1,2.1,167.13403537328833
13.5,12.4,1.4,158.28621869852827
7.0,17.2,1.3,51.35882268300293
13.6,10.3,2.3,146.9275985840208
11.2,12.5,2.6,66.38376208532348
2.0,15.5,1.3,109.88166357100158
10.2,5.9,2.3,-38.39084893191934
10.5,11.5,1.7,168.5706030285155
9.7,11.7,2.5,118.20548406347253
8.6,10.8,2.1,173.4159896039236
4.5,14.1,2.2,89.00751674257283
11.3,14.9,1.7,58.97500222496916
4.6,16.5,1.3,77.09039873164012
6.3,3.7,1.8,76.11794612025419
12.7,19.9,2.2,156.37161697882826
12.3,19.3,2.1,-170.82968155774947
6.7,5.8,1.3,18.99218516618712
5.7,4.2,2.6,52.1774593771653
9.3,8.9,2.6,-158.35838614928977
13.0,12.3,2.5,60.682313096092855
13.0,10.1,2.6,141.56280057529784
9.1,9.4,1.6,-117.19872432867776
5.8,16.8,2.1,-4.0079824697214335
12.3,12.0,2.1,115.8275623020246
7.2,14.5,2.5,35.066021658541494
12.9,15.1,2.0,-11.974088414819308
2.3,8.6,2.1,-80.04621858902698
8.3,14.0,2.1,74.5748448669744
10.6,14.6,1.3,116.92965129165434
4.1,8.4,2.0,-79.37858830392753
5.9,6.7,2.5,-47.28903374013415
4.2,7.8,2.3,-69.83135745260931
5.7,11.5,2.6,144.397045788939
6.7,10.9,1.4,-138.13112773262353
8.5,18.0,1.3,22.982096369334144
2.4,19.0,1.6,-11.82838396640514
8.6,12.3,1.5,168.66805347292942
5.2,10.1,1.4,-110.385797710605
4.8,12.4,1.6,172.28389262276184
4.8,18.2,2.2,-50.404589399561246
3.8,12.3,2.4,139.20276482816678
13.5,16.0,2.1,-82.84944306788476
13.3,10.6,1.9,165.14469530515996
11.9,4.8,2.5,-7.0726053602608685
10.7,19.8,2.2,-176.21005515391454
4.0,15.5,2.7,17.834726691115975
6.2,2.8,2.1,102.24317394499592
4.2,10.0,2.2,-141.37988123557375
2.0,6.0,1.4,16.567802021928323
5.6,17.2,2.5,-49.06635560333214
10.4,16.4,2.6,-105.4174923585666
9.5,10.7,2.1,171.39719634660713
8.4,19.3,1.5,-45.56600395262043
7.2,8.0,1.5,-58.50167496520134
5.4,2.3,2.4,116.8598428141314
7.9,11.2,2.2,160.2010336649463
11.2,10.3,2.7,143.47435111681767
11.2,11.8,2.1,129.39102701065687
8.9,3.2,2.4,84.16944221028048
11.0,15.2,1.3,98.73298804297752
9.7,12.5,1.5,159.27505158519173
3.4,13.2,1.8,142.88697809084752
7.9,17.1,1.3,51.72775625461646
6.0,12.7,2.4,114.27585109400565
3.0,15.5,2.0,64.56930811990962
3.7,19.5,1.6,-33.00420816796892
4.3,16.0,2.0,41.81113753791976
10.1,5.0,2.6,-7.037213460270321
7.1,2.0,1.6,126.28519098928884
10.3,15.6,1.4,76.99873305439687
5.0,9.8,1.4,-100.99098761929253
2.0,19.1,2.0,-40.62515659852597
8.3,12.5,2.7,88.51999861684803
5.3,2.9,2.1,99.8122473875378
13.4,16.6,1.8,-51.86594199628052
13.0,6.5,1.9,-63.77304566125114
6.5,12.0,2.3,138.51418791637107
2.2,8.5,1.3,-53.18642746643228
10.1,2.8,2.7,94.74050262889412
12.1,18.3,1.6,-61.646976441465455
13.7,11.2,2.0,138.8915888845598
2.6,6.9,1.5,-11.991555323716485
7.3,14.0,1.3,141.2916842310332
8.9,17.1,2.0,-39.72997725501912
10.3,5.3,2.6,-24.36115645113404
10.6,16.7,2.7,-128.93851393524633
9.8,4.6,1.8,39.12633862643201
10.7,18.4,1.3,1.7151634749977394
6.3,8.8,2.0,-105.79536958587282
8.9,14.2,1.7,96.3960015525834
3.3,13.0,2.5,115.4024691201267
2.6,8.3,2.4,-80.70332634837892
13.8,12.1,1.7,136.0577816951257
5.3,13.9,1.4,140.90033720333864
9.1,15.9,2.6,-62.49739444552112
13.6,14.0,1.5,100.61789453539129
4.2,4.2,1.5,65.36769492912141
4.3,2.9,1.4,102.33719099980642
6.0,2.5,2.1,111.33007877378188
13.3,2.6,1.5,107.59599726038206
6.5,7.6,2.6,-91.86445754595005
5.2,9.3,2.4,-133.47167069855936
3.8,7.2,2.3,-45.53923722636264
6.6,6.3,2.4,-32.523855670272226
6.3,10.3,1.4,-119.52078184444964
3.5,14.1,1.5,133.37279898754622
7.1,12.2,1.9,151.0174878287648
3.0,12.6,1.7,167.37307533535449
9.3,19.9,1.9,-128.5779675630494
2.1,3.9,2.3,71.70548469116696
8.8,14.8,1.4,105.78527876995908
11.5,13.0,1.9,103.73511470515687
4.7,17.3,2.5,-40.912664750225474
7.3,10.3,2.1,-164.4822009252683
8.8,6.7,2.4,-66.57100286871415
2.6,18.5,2.7,-70.9964249634725
7.8,16.2,1.6,47.39653507319934
9.7,6.6,2.4,-70.22232843113478
4.6,2.6,1.7,109.88013638999378
12.1,17.5,2.7,-175.17346993428862
13.7,9.7,2.6,148.10629998609912
12.2,17.7,2.0,-108.70109060447356
8.0,4.1,1.4,66.44708893459128
5.2,19.5,2.7,-139.76462211234534
11.0,11.5,2.1,139.74166958538098
4.8,2.2,1.3,121.49576280877896
13.5,19.7,1.4,-80.74051246439804
9.4,16.4,1.9,-6.111808230489148
9.2,8.1,1.4,-62.72543840654525
4.0,9.0,1.7,-86.90386787150294
3.0,8.2,2.0,-67.02245651554232
5.0,4.6,2.7,38.05263116086569
12.4,7.0,2.7,-127.01340371190308
13.0,15.3,1.3,89.92876310277168
10.4,17.2,1.6,-4.634502510230724
10.7,13.2,2.7,29.36084963783414
4.7,4.9,2.4,32.34680019992096
8.9,2.5,2.0,110.1721100272394
11.7,18.4,2.0,-124.500629013968
6.7,10.1,2.5,-173.69734345011
13.9,15.9,1.7,-8.44216455187914
3.0,6.7,2.6,-30.223405444816077
5.7,9.4,1.3,-85.63549474783632
8.0,14.3,1.7,97.50738920063525
2.6,17.1,1.8,29.98665223075804
10.7,14.0,1.6,103.22193922456036
8.6,16.6,2.7,-91.8768782478922
8.2,19.7,1.9,-109.7878003586684
12.0,15.2,2.1,-17.653841537296877
12.4,7.8,1.7,-92.2018175705925
11.5,9.3,2.6,175.25475709522857
5.7,3.5,2.2,80.2667749411343
7.4,4.6,2.2,37.60006562062304
11.1,8.0,2.1,-117.7085384616976
3.3,2.8,2.2,103.63208856838114
3.2,19.5,1.3,-4.268256695649992
5.2,4.9,2.7,25.408539837993715
8.2,8.0,2.2,-101.3925037574593
13.7,14.1,2.3,-28.55984388792029
10.5,19.5,2.2,-165.20345819063868
5.6,10.7,1.4,-129.05478300256397
5.4,9.6,2.5,-149.15829738534745
12.3,6.9,2.0,-81.27466867939502
13.0,16.0,1.7,-0.8596998923852154
9.6,18.2,1.3,12.717413143741242
5.0,5.4,1.6,27.37690062771228
3.0,3.8,2.3,73.70044265708508
12.2,2.4,1.5,114.0430221781872
9.0,9.2,2.3,-151.59471442654475
13.5,2.1,2.6,117.52214070135982
2.6,17.8,2.3,-23.041670555917776
9.0,8.5,1.8,-101.39756622274264
5.3,15.3,2.3,37.99168293099041
12.0,7.2,1.6,-60.15583145509947
4.2,18.0,2.6,-66.60885489100615
7.2,16.0,1.9,29.30338622425681
6.5,13.5,1.7,127.79592204156675
12.0,3.5,2.4,64.09622031909346
10.1,13.8,2.0,76.66509917872635
4.4,11.8,1.6,-168.79380015708108
5.7,5.7,2.0,7.405748700357341
3.6,2.5,2.5,111.64143928729086
10.1,3.6,1.7,75.99203484493717
8.8,8.9,2.3,-140.9028597417251
4.0,3.9,1.5,74.08534567951416
3.7,18.0,2.2,-32.57024433674852
7.6,14.4,2.1,65.64159181646204
13.0,8.0,1.3,-64.10597963977558
8.6,8.6,2.2,-124.75586758725814
2.3,7.9,1.6,-43.687836267115095
2.5,16.2,2.1,40.00807105727469
11.7,10.4,1.6,-158.8467103418897
7.3,19.1,1.5,-31.64937496045557
6.4,8.2,2.3,-99.8755336040235
11.5,12.3,1.4,167.63388858640062
6.2,7.2,1.8,-41.456359095622624
8.3,13.3,1.6,133.78536148537472
10.6,3.6,2.0,70.8067575419184
12.5,13.8,1.5,111.73967544630123
5.8,8.0,2.7,-105.24318473645488
9.8,5.3,2.2,-3.288887741641728
13.8,4.0,2.7,13.33199547180322
2.8,12.3,1.7,177.00434988236898
9.0,16.5,2.3,-52.882118996900864
6.8,13.2,2.0,116.44267848760056
5.6,4.1,1.9,63.50780039891247
5.1,9.9,2.1,-139.0915903791864
11.2,6.7,2.0,-64.10133204094487
14.0,8.7,2.5,177.84523321706862
4.2,4.9,2.0,39.12656253088927
11.4,12.1,2.1,118.58234112693992
4.3,9.4,2.5,-134.74479533446544
14.0,5.8,2.2,-65.96968762698314
11.7,6.7,2.3,-87.17798945682988
6.9,17.0,2.0,-13.005992571796272
10.8,5.4,1.5,17.21360595300853
7.9,4.6,2.6,26.74715029187888
11.7,16.2,2.2,-72.4337123667827
6.1,15.1,1.5,96.84465586155191
2.8,7.2,1.5,-21.30882800924484
9.1,7.9,2.2,-104.65872898809349
13.0,11.6,2.0,131.35567075721548
4.3,6.5,2.2,-20.14154427049185
7.1,4.9,1.9,33.48111647493817
11.1,2.9,2.0,95.38251843250518
2.4,2.9,2.2,101.19415028042005
13.4,17.3,2.2,-140.9278421439818
11.2,16.2,1.8,-4.6481308683413465
8.7,7.3,2.1,-74.32060855316384
4.1,17.9,1.8,-2.7489268972144214
7.8,19.8,2.3,-150.49260918230317
8.1,10.8,1.7,-160.7000846857038
14.0,8.0,2.0,-134.68342271092305
12.3,13.5,1.5,121.4653419699924
13.6,14.7,2.0,-4.766906292421507
10.1,17.4,2.7,-143.8493698908745
6.7,8.7,1.6,-84.17963701872958
13.3,9.9,1.5,-143.72101732916397
7.6,19.5,2.3,-138.55977238242505
4.7,10.0,2.5,-157.4945041918052
6.6,2.7,1.7,106.3925633597747
10.5,10.0,2.3,175.40014413269603
8.7,5.8,2.7,-39.35491011490044
11.1,17.5,2.0,-85.32892022865411
14.0,10.9,2.3,124.88841414596978
13.6,15.4,2.4,-105.18288384819768
8.4,2.5,1.6,111.8845751781886
13.6,19.1,1.7,-125.28761441244362
3.3,12.3,2.0,160.36171810174991
2.5,10.4,1.5,-116.27779237366624
5.5,16.4,1.3,77.9630537112961
8.9,11.3,1.4,-156.4649225027904
8.3,7.4,2.5,-95.03004793620954
12.9,10.0,1.9,-176.30239577393527
8.4,12.7,1.9,130.02892617004906
7.1,4.2,1.5,62.935299861318
8.4,16.3,2.7,-76.65447853327754
10.6,5.1,1.4,31.8090126663056
2.1,12.7,1.7,167.62460381109508
11.6,19.7,2.2,175.7456024592771
3.7,8.5,2.4,-95.13699479396688
7.6,16.6,2.0,-5.677917416848263
5.0,10.5,1.8,-142.90760787041768
6.2,18.1,2.6,-98.780342141007
9.9,15.0,1.4,96.4644212689528
4.0,3.1,2.6,93.04081163076484
5.2,17.4,1.4,40.97136932697203
4.3,16.7,2.5,-14.960520594301238
4.3,8.0,1.6,-52.67267099162564
5.8,5.1,2.3,22.537896895710286
12.6,13.2,1.8,99.13879558197574
7.6,5.6,2.7,-20.465607804824483
6.7,12.3,2.3,128.09180719126485
4.1,7.7,1.5,-39.411284550825
13.7,6.1,1.8,-44.6778063327384
6.8,2.3,1.3,118.61360205610232
12.2,14.8,1.6,69.01446013892327
9.4,5.4,2.6,-21.646432465187814
6.3,13.9,2.1,90.91939089693729
12.6,5.2,1.4,24.26153883128513
11.5,4.2,2.5,28.93886957715933
7.5,9.9,1.7,-131.1479493586963
11.8,7.6,2.0,-103.13566513496372
12.8,16.4,2.2,-100.26613874449096
7.0,9.9,1.3,-103.2593681665908
5.9,3.1,1.8,94.64405032373088
9.1,16.7,1.6,22.94799417017788
12.9,12.2,1.7,137.7739509767434
10.5,3.5,1.3,83.93993288489524
6.3,15.4,1.5,87.38724642336655
10.8,17.8,1.6,-30.0698730819092
13.5,10.9,2.0,148.88096253430342
8.4,17.1,1.6,14.067103676888852
8.4,11.2,2.5,142.50043781757415
5.6,8.5,1.6,-73.25100215038562
2.8,3.5,2.3,83.05219675391142
4.1,13.5,2.1,115.07213704910284
3.0,17.7,1.9,3.0238608378504046
7.5,8.4,2.3,-115.05403042109693
2.0,18.4,1.6,7.368214426159467
13.1,5.2,1.8,0.376111940995971
9.7,7.4,1.3,-35.3800713422874
2.0,8.2,1.3,-44.36559482432265
2.2,17.9,2.7,-46.45191774517513
4.4,15.4,2.3,41.673177633053
7.4,9.7,2.4,-161.2533183955359
3.5,7.5,1.9,-42.956681598445904
2.0,16.9,2.2,15.604134480164312
10.7,19.1,1.8,-106.22498376597518
6.1,9.2,2.4,-136.46324101308576
11.4,10.6,2.7,132.51499712201425
7.1,17.3,2.1,-36.07057998351775
7.1,16.6,1.6,38.30667130126311
2.4,19.7,2.1,-69.0885208069455
2.5,3.8,1.9,75.99781806843961
3.0,10.4,1.9,-134.88375428016363
9.1,13.8,1.3,142.7892385409051
4.8,11.6,2.7,142.13181595184608
12.2,8.2,2.1,-132.6578682696503
12.4,4.1,2.4,31.99771315204693
13.6,18.3,2.7,138.56975252859547
7.7,17.5,1.7,-6.132953380778465
4.5,18.5,1.9,-32.84890985364674
4.6,11.3,2.7,152.85362290984222
8.4,4.7,1.5,45.741825201198864
11.2,11.1,1.7,176.47835566241665
6.0,14.2,1.8,102.36085769383769
7.5,4.8,1.5,43.90734016401802
9.6,19.6,2.2,-157.07396928545083
13.1,11.0,2.4,122.72481700527274
3.9,5.9,2.1,4.949297386058438
10.6,13.1,1.9,105.93098637953162
8.9,6.9,1.7,-39.31311033143675
7.1,9.3,1.6,-104.79232973990342
12.6,18.3,2.0,-133.80220976242893
6.5,12.7,2.7,95.3909000836084
4.1,6.2,2.1,-6.202504254454906
9.6,10.1,2.4,173.1171556411294
9.5,7.8,1.8,-80.72132437914443
5.8,7.3,2.2,-58.45469289545928
11.7,7.5,1.3,-43.98968641141011
14.0,18.2,2.3,173.9575513997801
13.8,15.0,2.0,-24.171033047010315
3.5,6.8,1.5,-10.676952090192891
4.7,10.8,1.5,-134.9336665997026
2.2,6.3,1.5,6.3290637604058775
9.3,6.0,2.3,-35.674520602482055
3.3,4.3,1.6,62.43230365550033
6.8,3.0,1.7,97.54683717719708
12.6,16.8,2.6,-154.40065276976443
8.5,17.2,2.4,-83.16809358301515
6.2,17.4,2.1,-29.34064965483998
4.4,14.0,1.4,140.3134537900836
7.2,11.6,2.2,151.99538486443657
13.5,14.5,2.7,-103.5375701065845
3.4,18.3,1.9,-18.24176162893598
7.6,2.7,2.4,103.09266794753351
12.4,2.7,1.5,104.9687732736044
2.4,9.5,1.8,-99.9011868808074
10.3,10.5,1.3,-129.4928747463504
13.8,9.2,1.4,-115.55413974429786
5.3,10.9,2.6,165.58904570619418
3.5,19.9,2.1,-85.21201578429604
10.2,19.8,1.9,-135.85211477251468
13.0,10.9,1.6,-178.58101045061775
9.3,14.8,1.7,75.0628396326839
12.9,7.1,1.6,-61.89205600627501
4.3,5.8,1.7,14.46745316311998
11.1,10.9,2.4,140.30039497593845
6.0,9.1,1.6,-93.78099928907804
6.9,4.6,1.9,44.48199176422543
3.8,16.0,1.7,64.21983187713538
11.9,5.6,1.5,6.680185801461128
9.5,10.0,1.6,-137.05413841073698
10.9,6.2,2.7,-79.74533511038602
11.7,11.1,2.0,153.71046009037084
2.7,8.5,1.7,-66.23685090602538
13.5,5.1,1.4,25.598778690294505
7.8,17.6,2.5,-96.76140413822895
11.1,14.6,1.7,71.03147997753301
10.9,17.2,1.9,-56.40632736357573
12.0,16.7,1.5,16.92916508192623
3.8,18.2,1.5,13.804927158042824
7.4,14.1,2.1,77.41465911970415
9.4,12.7,2.6,77.34069934568375
13.2,17.7,2.7,163.0909033739523
12.1,12.4,2.5,68.72143558483711
12.8,9.1,2.2,-169.0045172821423
8.9,17.8,2.4,-110.86359779969828
8.9,18.6,1.4,-11.628357862908098
12.3,14.2,2.0,39.50903474208282
2.3,12.3,1.3,-161.2856183169445
12.7,6.0,2.6,-85.1243794720657
6.8,5.2,1.6,30.311402123740542
2.3,16.6,2.5,6.667245001073862
11.0,9.3,2.2,-162.60221357928606
3.8,14.5,2.3,74.94211984549273
3.7,11.4,2.7,155.1163081550117
9.2,19.0,2.2,-133.75181065072755
5.0,2.5,1.3,113.3716755761916
5.7,14.5,1.4,122.95912891059224
6.6,18.0,2.2,-64.96236319604023
6.7,16.0,1.6,59.1909834536969
6.4,14.8,1.8,82.00506085905498
9.3,11.9,1.4,-174.4372016349458
3.9,14.7,1.5,115.07549345477813
4.2,8.6,1.3,-59.30234798664898
3.1,4.0,1.6,71.20553083760291
5.7,13.7,2.5,77.74892045413497
11.3,9.0,2.6,-174.8839883733205
4.7,14.4,2.2,78.3049598088053
10.9,12.1,1.8,142.54833935181293
10.3,11.9,2.2,125.36175643773196
11.9,14.3,2.4,-14.4926139245983
12.0,8.6,2.5,-164.02249698413542
5.4,12.6,1.3,-175.8267150321529
5.6,5.6,1.3,26.07529725959366
8.2,3.6,2.5,69.3931759751804
5.7,17.4,1.7,11.386086581763935
12.0,18.9,1.3,-20.921588776820897
11.7,17.7,1.6,-35.3913474478111
8.6,18.8,2.6,-157.34092645815463
5.1,7.7,2.3,-72.30514956142676
10.2,8.8,2.6,-161.55456026264392
4.7,13.7,1.8,122.87250132746216
7.4,12.6,2.7,92.1564177699058
6.4,13.3,2.4,92.12457753531564
8.4,7.6,1.8,-67.07219881490862
14.0,4.4,1.3,53.25029354854843
11.1,15.3,2.1,-8.06883259864611
13.8,12.8,2.1,70.88811521847748
4.7,15.9,1.6,70.62341159128177
8.2,18.2,2.5,-123.595542229615
2.5,9.6,2.5,-129.14632525583482
11.1,19.0,1.4,-38.5273852039461
9.2,11.0,1.7,-171.48934428826962
12.4,3.4,2.0,74.74587164555486
13.9,13.7,1.9,56.040794066154135
13.2,13.4,1.5,120.71506809967066
6.8,8.1,1.9,-80.27449879977796
2.0,2.3,2.2,118.22639384281874
8.4,14.2,1.3,133.319959710357
4.4,12.5,2.0,149.1863849764881
4.5,16.3,2.0,30.90055011106257
5.7,18.8,2.6,-115.58346451446948
3.1,6.9,1.9,-21.626915708924592
11.0,13.7,1.9,82.87614787848634
11.0,17.3,2.7,-153.9191819705965
8.5,2.6,2.4,105.5764305153154
5.9,13.3,2.1,112.11949180037678
12.1,2.9,2.7,86.5717649663822
8.6,11.5,2.5,131.86790324461626
13.6,3.7,2.7,35.738464480044314
12.8,3.3,1.6,84.31630526137273
6.1,14.3,2.5,53.43897747156287
8.5,9.9,2.4,-174.2786088734265
6.0,11.3,1.5,-153.95201079308967
9.5,5.6,1.9,-2.1884046326454425
11.6,8.0,2.5,-143.17096909598928
11.0,7.9,1.3,-54.54861998320267
3.5,3.8,2.7,70.77636623868689
11.9,12.1,2.5,84.5486085966272
2.2,9.9,2.2,-126.34450417802974
6.8,14.7,1.4,114.37866133648431
10.8,11.9,2.5,102.88003922700274
11.4,12.8,2.6,49.18644817902079
6.2,13.0,2.4,103.34624127105154
11.0,5.7,1.5,5.964213989989264
12.8,2.5,2.6,103.05768206448477
4.8,15.3,1.9,67.64702104775657
3.5,11.1,2.7,166.03079628286142
4.6,9.2,1.3,-77.46676756549556
6.0,19.3,1.9,-72.81328883202104
5.3,19.0,1.5,-16.93521025460883
13.2,8.3,1.3,-74.24021937959766
2.5,8.2,1.6,-53.38158191071352
9.1,10.1,2.0,-163.44169851195815
3.9,8.8,2.4,-107.13073924473451
12.2,3.1,1.9,87.97038815469277
3.9,16.9,1.4,59.30029920127998
7.9,13.4,2.0,104.34177146913592
14.0,17.5,1.9,-114.84756789847022
6.1,13.6,2.1,101.63816276212968
2.4,15.3,2.4,52.78097684366568
4.5,6.1,1.7,4.438718942652367
6.6,7.1,1.4,-23.628795023052124
5.8,19.7,2.4,-130.28336398796205
4.7,3.5,1.5,85.10476799672313
13.3,13.5,2.2,30.69793743291761
10.2,13.2,2.3,72.7466457426885
13.6,13.2,2.6,-21.630656842138904
7.2,3.6,1.8,78.28674822062301
13.4,5.6,2.5,-68.60846561385911
2.0,14.0,1.9,119.44082280917196
9.3,14.1,1.3,134.033086030866
11.7,3.1,1.6,91.98083638640288
4.7,11.5,1.9,-176.96809391111788
13.2,18.5,1.6,-81.49502345588117
11.2,14.7,2.4,-21.67793935856963
12.0,2.8,1.9,98.7510921329628
8.8,15.5,1.8,44.39894217210852
11.5,17.4,1.6,-22.14536836587325
5.8,9.5,2.1,-130.46664519227008
4.6,4.8,1.6,46.35276011780819
5.6,12.1,2.3,140.33474758639585
9.0,7.8,1.4,-52.53827099477858
12.0,14.5,1.6,80.52879725953117
5.4,8.9,2.0,-103.64964337226324
6.7,6.5,1.7,-15.694036244677894
12.4,16.5,2.6,-142.21487145982977
9.4,3.3,1.3,90.19941008514024
14.0,2.9,1.9,92.59340079112408
4.4,4.5,1.6,55.57186265565779
12.0,6.4,2.7,-100.07268967519072
